anime_id,name,genre,type,episodes,rating,members
3905,Wanpaku Ouji no Orochi Taiji,Adventure,Movie,1,6.5,704
4537,Yagami-kun no Katei no Jijou,Comedy,OVA,3,6.5,647
14373,Arata naru Sekai: World&#039;s/Start/Load/End,Sci-Fi,OVA,1,6.49,13647
1753,Di Gi Charat: Kuchi Kara Bazooka,Comedy,Special,1,6.49,1249
5088,Fabre-sensei wa Meitantei,Mystery,TV,26,6.49,298
8450,Guskou Budori no Denki,Drama,Movie,1,6.49,628
1884,Himesama Goyoujin,Comedy,TV,12,6.49,1623
4070,Black Jack: Dr. Pinoko no Mori no Bouken,Comedy,Special,1,6.48,1272
6130,Marie &amp; Gali,Comedy,TV,40,6.48,2373
2153,Saint Beast: Kouin Jojishi Tenshi Tan,Fantasy,TV,13,6.48,4707
20965,Wonder Garden,Fantasy,ONA,1,6.48,2855
20907,Ookii 1 Nensei to Chiisana 2 Nensei,Adventure,Movie,1,6.47,2830
5900,Jean Valjean Monogatari,Drama,Special,1,6.46,422
17785,Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film,Comedy,Special,1,6.46,431
1883,Kappa no Kaikata,Comedy,TV,26,6.46,1209
3474,Push,Parody,Special,1,6.46,1272
16099,Sword Art Online: Sword Art Offline,Comedy,Special,9,6.46,50012
3472,Tenrankai no E,Comedy,Movie,1,6.46,1065
10306,Umi Monogatari: Kanon to Iku Amamikoshima,Comedy,Special,13,6.46,1087
4044,Youkai Ningen Bem,Horror,TV,26,6.46,440
6075,Ai no Wakakusa Yama Monogatari,Comedy,TV,12,6.45,527
6107,Aru Hibi no CLAMP Gakuen Tanteidan,Comedy,Special,13,6.45,685
29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,Comedy,Special,1,6.45,3380
7718,Denshinbashira Elemi no Koi,Fantasy,Movie,1,6.45,1139
2466,Scramble Wars: Tsuppashire! Genom Trophy Rally,Parody,OVA,1,6.45,558
31914,Shoujo-tachi wa Kouya wo Mezasu,School,TV,12,6.45,60452
4941,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,Mystery,Special,1,6.45,331
28085,Wonder (Movie),Dementia,Movie,1,6.45,644
33689,Dive to Blue,Music,Music,1,6.44,199
4563,Bakkyuu HIT! Crash Bedaman,Adventure,TV,50,6.43,747
2822,Bamboo Bears,Comedy,TV,52,6.43,330
34252,STAR BEAT!: Hoshi no Kodou,Music,Music,1,6.39,230
13563,The Four Seasons,Slice of Life,ONA,4,6.42,1190
9591,Code Geass: Hangyaku no Lelouch R2: Flash Specials,Parody,Special,9,6.42,9291
7017,K-On!: Ura-On!,Comedy,Special,7,6.42,36560
25257,Persona 4 the Animation: Mr. Experiment Shorts,Comedy,Special,5,6.42,2196
31867,Shoujo-tachi wa Kouya wo Mezasu OVA,School,OVA,1,6.42,7194
6127,Toradora!: SOS!,Comedy,Special,4,6.42,54096
12683,Yumeyume,Music,Music,1,6.42,915
5396,Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,Mecha,OVA,2,6.42,284
32041,Mori no Densetsu: Dai Ni Gakushou,Fantasy,Movie,1,6.41,251
18639,Rinne no Lagrange Season 2 Specials,Comedy,Special,6,6.41,1599
33192,Robot Town Sagami 2028,Drama,ONA,1,6.41,386
8985,Yojouhan Shinwa Taikei Specials,Comedy,Special,3,6.41,10005
5375,Gakkyuu Ou Yamazaki,Comedy,TV,53,6.4,465
22443,Hello Kitty no Alps no Shoujo Heidi,Kids,OVA,1,6.4,153
7729,Hokkyoku no Muushika Miishika,Adventure,Movie,1,6.4,172
30751,Usavich Zero,Comedy,TV,13,6.4,619
32785,Future Card Buddyfight DDD,Game,TV,Unknown,6.39,912
3906,H. P. Lovecraft&#039;s The Dunwich Horror and Other Stories,Horror,OVA,1,6.39,1704
9748,Kaze wo Nuke!,Sports,OVA,1,6.39,187
10755,Lupin tai Holmes,Mystery,Special,1,6.39,331
25883,Taisei Kensetsu: Vietnam Noi Bai Kuukou,Drama,Special,1,6.39,2258
9100,Umi Monogatari: Marin no Kore Naani?,Comedy,Special,4,6.39,1229
24675,Future Card Buddyfight Recap,Game,Special,1,6.38,277
6271,Gendai Kibunroku Kaii Monogatari,Horror,OVA,1,6.38,704
10132,Jin Sheng Yuan,Music,Music,1,6.38,406
5693,"Shinran-sama: Negai, Soshite Hikari",Historical,OVA,1,6.38,150
3724,Taiko no Tatsujin,Game,TV,26,6.38,406
30445,"Wake Up, Girls! Deai no Kiroku: A Brief Recording",Music,OVA,1,6.39,810
28593,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,Comedy,Special,5,6.38,3818
32503,"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",Ecchi,Special,1,6.37,372
17791,Kyoto Animation: Ikitaku Naru Omise-hen,Sci-Fi,Special,1,6.37,2708
23897,Lovely Movie: Itoshi no Muco,Slice of Life,TV,20,6.37,503
32233,MitchiriNeko March,Music,Music,1,6.37,126
7108,Shikabane Hime: Puchitto,Comedy,Special,1,6.37,3377
5344,Time Bokan Series: Itadakiman,Mecha,TV,20,6.37,298
6276,Umezu Kazuo no Noroi,Horror,OVA,1,6.37,2361
20187,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,Magic,Special,1,6.36,4545
19401,Kuusou no Sora Tobu Kikaitachi,Historical,Movie,1,6.36,651
9254,Mianhada Saranghanda,Drama,Movie,1,6.36,969
8812,Alice SOS,Adventure,TV,28,6.35,734
20365,Another: Misaki Mei - Shizuka ni,Music,Music,1,6.36,10775
6628,Dengeki Bunko 2007 Movie Festival Special,Comedy,Special,1,6.35,2793
3215,Fuyu no Hi,Historical,Movie,1,6.35,2380
9523,Minori Scramble!,Comedy,OVA,1,6.35,2208
10349,Suzy&#039;s Zoo: Daisuki! Witzy,Kids,TV,25,6.35,369
12867,Tsuki no Sango,Drama,Movie,1,6.35,1661
9595,Amanatsu,Sci-Fi,Movie,1,6.34,1305
17205,Cowboy Bebop: Ein no Natsuyasumi,Adventure,Special,1,6.34,9456
8178,Fujoshi no Hinkaku,Slice of Life,OVA,1,6.34,633
5862,Fumoon,Sci-Fi,Special,1,6.34,354
20929,Galo Sengen,Music,Music,1,6.34,586
6994,Koneko no Studio,Comedy,Movie,1,6.34,373
12411,UN-GO: Inga Nikki,Parody,ONA,10,6.34,4951
12433,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,Mystery,ONA,1,6.33,2609
17897,Hana wa Saku,Music,Special,1,6.32,762
1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,Comedy,ONA,7,6.32,4503
3723,Koala Boy Kokki,Comedy,TV,26,6.32,360
30865,Umi ni Ochita Tsuki no Hanashi,Kids,Movie,1,6.32,293
19029,Yuyushiki: Nyanyashiki,Comedy,Special,6,6.32,6805
32065,Kimi no Sumu Machi,Comedy,Special,1,6.31,398
23989,Maken-Ki! Two Specials,Ecchi,Special,5,6.32,7858
3989,Suna no Bara: Yuki no Mokushiroku,Action,OVA,1,6.31,633
25641,Monotonous Purgatory,Music,Music,1,6.3,515
6523,Porong Porong Pororo,Kids,TV,52,6.3,197
7691,Tokimeki Memorial 4 OVA,Harem,OVA,1,6.3,1260
11537,Yamatarou Kaeru,Kids,OVA,1,6.3,332
1984,Memory,Mystery,Movie,1,6.29,1709
13675,Taisei Kensetsu: Bosporus Kaikyou Tunnel,Drama,Special,1,6.29,2707
17879,Tamako Market Specials,Comedy,Special,6,6.29,12141
32932,Choujuu Giga,Romance,ONA,Unknown,6.28,466
25495,fake!fake!,Music,Music,1,6.28,548
14519,Neko Ramen: Ore no Shouyu Aji,Comedy,ONA,13,6.28,256
14583,Rinne no Lagrange Specials,Comedy,Special,6,6.28,3291
9002,True Tears: Raigomaru to Jibeta no Monogatari,Kids,Special,1,6.28,5110
29123,World Calling,Music,Music,1,6.28,578
23365,By Your Side,Music,Music,1,6.27,550
33045,Dream Festival!,Music,ONA,12,6.27,4761
17815,Kyoto Animation: Kasa-hen,Fantasy,Special,1,6.27,2317
29765,Metropolis (2009),,Movie,1,6.27,313
7415,Mukougaoka Chisato wa Tada Mitsumeteita no Datta,Music,Music,1,6.27,794
32309,Tabi Machi Late Show,Drama,TV,4,6.27,5430
20053,Wizard Barristers: Benmashi Cecil,Magic,TV,12,6.27,38188
5133,100-man-nen Chikyuu no Tabi: Bander Book,Sci-Fi,Special,1,6.26,429
9951,Jiu Se Lu,Supernatural,Movie,1,6.26,775
13789,Little Nemo Pilot,Adventure,Special,1,6.26,407
8792,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,Comedy,OVA,1,6.26,6996
7876,Oz no Mahoutsukai,Fantasy,Movie,1,6.26,357
2388,Tachiguishi Retsuden,Comedy,Movie,1,6.26,445
32548,Imawa no Kuni no Alice,Action,ONA,1,6.25,824
6932,Kemono to Chat,Comedy,OVA,1,6.25,1175
4461,Kouchou-sensei to Kujira,Drama,Movie,1,6.25,1441
8919,Licca-chan no Nichiyoubi,Adventure,OVA,1,6.25,289
4187,Megumi,Historical,ONA,1,6.25,1105
13855,Queen&#039;s Blade: Rebellion Specials,Ecchi,Special,6,6.25,4989
13495,Tokyo Disney Resort: Yume ga Kanau Basho,Slice of Life,Special,1,6.25,727
12121,Towa no Kizuna,Music,Music,1,6.25,1692
9846,Attraction,Mystery,ONA,1,6.24,1430
2827,Calimero,Comedy,TV,45,6.24,2279
11471,Dororo,Action,Special,1,6.24,278
9423,Koko ni Iru,Slice of Life,ONA,1,6.24,401
30916,The Five Killers,Action,ONA,1,6.24,312
748,True Love Story,Romance,OVA,3,6.24,3409
30100,Black Bullet: Tenchuu＊Girls,Fantasy,Special,1,6.23,6806
10354,Kakomareta Sekai,Drama,ONA,1,6.22,786
30168,Miss Monochrome: Watashi dake no Monogatari,Music,Music,1,6.22,1634
8312,Piece,Music,Music,1,6.22,1143
8928,Visions of Frank: Short Films by Japan&#039;s Most Audacious Animators,Dementia,Movie,9,6.22,267
9944,Hime Gal♥Paradise,Shoujo,OVA,9,6.21,563
6071,Juuippiki no Neko,Fantasy,Movie,1,6.21,400
3336,Mezame no Hakobune,Fantasy,OVA,1,6.21,1867
7416,Socket,Kids,OVA,1,6.21,157
9911,Houkago no Pleiades,Magic,ONA,4,6.2,13618
7532,Kuroi Kikori to Shiroi Kikori,Fantasy,Movie,1,6.2,179
12447,Ben-To Picture Drama,Comedy,Special,6,6.19,6718
15993,Ginga e Kickoff!!: Natsuyasumi Special,Sports,Special,1,6.19,762
21587,Mou Hitotsu no Mirai wo.,Sci-Fi,ONA,3,6.19,6580
10688,Muybridge no Ito,Drama,Movie,1,6.19,797
21441,Taisei Kensetsu: Sri Lanka Kousokudouro,Drama,Special,1,6.19,1906
20355,Zeonic Toyota Special Movie,Cars,ONA,2,6.19,1251
3259,Lemon Angel (1988),Ecchi,TV,9,6.18,567
7004,Shin Calimero,Comedy,TV,52,6.18,1016
10908,Kakko Kawaii Sengen! 2,Comedy,TV,10,6.17,324
22847,Kara no Kyoukai: Mirai Fukuin - Manner Movie,Drama,Movie,1,6.17,4260
4689,Kaze no Toori Michi,Music,Music,1,6.17,1902
6268,Sekishoku Elegy,Romance,OVA,1,6.17,397
17209,Suzy&#039;s Zoo: Daisuki! Witzy - Happy Birthday,Kids,Special,1,6.17,158
32353,Bonobono (2016),Comedy,TV,Unknown,6.16,760
33281,Mori no Andou,Comedy,ONA,1,6.17,623
32805,Nyanbo!,Comedy,TV,26,6.16,2886
32826,Yuuki no Baton,Music,Music,1,6.16,549
5503,Atagoal wa Neko no Mori,Kids,Movie,1,6.15,483
4907,Daikyouryuu Jidai,Sci-Fi,Movie,1,6.15,275
9445,Gunparade Orchestra OVA,Mecha,OVA,3,6.15,394
4126,Mahou no Tenshi Creamy Mami: Lovely Serenade,Music,Music,1,6.15,385
8409,Marie &amp; Gali ver. 2.0,Comedy,TV,30,6.15,499
21649,Mitsuwano,Slice of Life,OVA,1,6.15,2794
9575,Nodoka Mori no Doubutsu Daisakusen,Fantasy,Special,1,6.15,160
29801,The iDOLM@STER Million Live! 1st Anniversary PV,Drama,Special,1,6.15,1292
10261,Toufu Kozou,Comedy,Movie,1,6.15,295
25077,Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,Music,OVA,1,6.14,1455
32747,Fake Style II,Music,Music,1,6.14,82
32745,Fake Style,Music,Music,1,6.13,85
25113,Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,Music,Special,1,6.13,863
15505,Shining Hearts: Shiawase no Pan Specials,Fantasy,Special,6,6.13,1572
23483,Decorator,Music,Music,1,6.12,880
10691,Downloader,Music,Music,1,6.12,3680
4917,Ginga Tansa 2100-nen: Border Planet,Sci-Fi,Special,1,6.12,336
12665,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",Comedy,Special,1,6.13,12967
27997,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!! OVA,Magic,OVA,2,6.11,362
33201,Ojisan to Marshmallow Special,Comedy,Special,1,6.11,6392
4471,Shin SOS Dai Tokyo Tankentai,Adventure,Movie,1,6.11,977
7668,Suki Desu Suzuki-kun!!,Romance,OVA,2,6.11,3514
7174,Usaru-san,Kids,Special,4,6.11,822
19447,Arata Kangatari Picture Drama,Fantasy,Special,6,6.1,1129
14537,Cinnamon no Parade,Fantasy,ONA,1,6.1,186
8855,Eiyuu Gaiden Mozaicka,Fantasy,OVA,4,6.1,558
4091,Kagami no Genon,Slice of Life,Movie,1,6.1,1803
8668,Seikon no Qwaser Picture Drama,Ecchi,Special,16,6.1,8932
3849,The SoulTaker: Tamashii-gari - Komugi Daisakusen,Comedy,Special,3,6.1,1266
10799,Chime,Music,Music,1,6.09,3125
30886,Mu Di,Music,Movie,1,6.09,145
6809,Toshi Densetsu Monogatari Hikiko,Horror,OVA,1,6.09,2963
8181,Adachi-ga Hara,Sci-Fi,Movie,1,6.08,516
19521,GAME OVER feat. Hatsune Miku,Music,Music,1,6.08,1400
6993,Koneko no Rakugaki,Comedy,Movie,1,6.08,547
32338,Yes! BanG_Dream!,Music,Music,1,6.06,353
15423,Antinotice,Music,Music,1,6.07,744
3205,Cream Lemon: Lemon Angel,Ecchi,TV,37,6.07,1068
11543,Hate You,Music,Music,1,6.07,1222
32748,La Primavera,Music,Music,1,6.07,86
22735,Oreca Battle,Game,TV,51,6.07,1632
24179,Strobe Light,Music,Music,1,6.07,313
13691,Taisei Kensetsu: Shin Doha Kokusai Kuukou,Drama,Special,1,6.07,1705
5263,Tomorrow&#039;s Song,Music,Music,1,6.07,507
25875,"Wake Up, Girl Zoo!",Comedy,ONA,10,6.07,3308
32382,"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",Drama,Special,1,6.1,535
29778,Himitsu Spark,Music,Music,1,6.06,367
1991,Juusou Kikou Dancougar Nova,Mecha,TV,12,6.06,3326
28991,Ninja &amp; Soldier,Psychological,Movie,1,6.06,166
6798,Saa Ikou! Tamagotchi,Kids,TV,12,6.06,487
4158,Dore Dore no Uta,Music,Music,1,6.05,1658
5785,G-9,Fantasy,OVA,1,6.05,1693
8213,Hoka Hoka Kazoku,Comedy,TV,1428,6.05,194
3805,Kaitou Tenshi Twin Angel,Magic,OVA,2,6.05,3442
3264,Lemon Angel (1988/II),Ecchi,TV,8,6.05,462
8176,Teinenpi Shoujo Haiji,Comedy,ONA,8,6.05,216
33548,Babyshiba,Comedy,Special,6,6.04,129
31631,Monster Hunter Stories: Ride On,Fantasy,TV,48,6.03,6848
15769,Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,Fantasy,Special,6,6.04,1292
15749,Chiisana Ojisan,Slice of Life,TV,30,6.03,478
33236,Committed RED,Music,Music,1,6.03,140
10217,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,Magic,TV,12,6.03,4669
3267,Kingdom of Chaos: Born to Kill,Fantasy,OVA,4,6.02,496
32695,Match Shoujo,,ONA,1,6.02,242
29323,"Oyaji no, Imo no Kamisama.",Slice of Life,Special,1,6.02,202
16506,Three Monks,Music,Movie,1,6.02,196
3685,4-Day Weekend,Music,Music,1,6.01,1712
32750,Ashita e Mukau Hito,Music,Music,1,6.02,105
9732,Full Moon Party,Music,Music,1,6.01,1020
30133,"Ima, Futari no Michi",Drama,Special,1,6.01,352
17141,Kara The Animation,Action,TV,5,6.01,572
8333,Kodomo no Keijijougaku,Fantasy,ONA,1,6,543
2616,Sora Iro no Tane,Kids,Special,1,6,2016
30289,Dededen,Slice of Life,Special,5,5.99,158
24975,Ghibli ga Ippai Special Short Short,Slice of Life,Special,10,5.99,733
18643,Kita e: Pure Session,Music,Music,1,5.99,212
8936,Melody,Drama,ONA,1,5.99,1018
28665,Nenga no Kizuna,Slice of Life,ONA,1,5.99,178
19727,Nexus,Music,Music,1,5.99,1884
18419,Boku no Imouto wa &quot;Osaka Okan&quot;: Uchi no Oniichan wa Tokyo Rule,Comedy,Special,1,5.98,2297
19519,Dream Creator feat. GUMI,Music,Music,1,5.98,571
7466,Hashire!,Comedy,ONA,1,5.98,556
11715,Kamisama Dolls Specials,Comedy,Special,6,5.98,4985
21081,Yu Bang Xiang Zheng,Historical,Movie,1,5.98,216
1223,Ame to Shoujo to Watashi no Tegami,Shoujo,ONA,1,5.97,6686
30053,Bab Mook Ja,Slice of Life,Movie,1,5.97,306
9627,Kakko Kawaii Sengen!,Comedy,TV,5,5.97,590
29770,Kikyuu,Music,Music,1,5.97,247
6355,Marie &amp; Gali Episode Zero,Comedy,Special,1,5.97,802
6412,Yuki Terai,Music,OVA,6,5.97,280
16405,Boku no Imouto wa &quot;Osaka Okan&quot;,Comedy,TV,12,5.96,12917
6721,Dark Side Cat,Action,ONA,6,5.96,1821
17693,Erementar Gerad: Aozora no Senki,Music,Music,1,5.96,759
19187,Fake Doll,Music,Music,1,5.96,893
33905,Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,Music,ONA,1,5.97,578
13233,Mugen no Ryvius: Illusion,Comedy,Special,6,5.96,517
9167,Shukufuku no Campanella Specials,Ecchi,Special,6,5.96,2817
20557,11eyes Picture Drama,Comedy,Special,13,5.95,2505
23781,Blade &amp; Soul Specials,Comedy,Special,7,5.95,5167
30499,Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou,Slice of Life,Special,12,5.95,2111
9608,Yuri Seijin Naoko-san,Comedy,OVA,1,5.95,9485
5842,Kotatsu Neko (ONA),Comedy,ONA,2,5.94,678
3990,Kumo to Tulip,Adventure,Movie,1,5.94,843
23229,Meshimase Lodoss-tou Senki: Sorette Oishii no?,Comedy,TV,13,5.94,1187
16381,Santa Company,Fantasy,Movie,1,5.94,2659
27613,Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,Comedy,Special,3,5.94,5505
33105,"Wake Up, Girl Zoo! Miyagi PR de Go!",Comedy,Special,1,5.94,283
29707,Yume no Ukiyo ni Saitemina,Music,Music,1,5.94,397
20463,Little Nemo Pilot (1987),Adventure,Special,1,5.93,267
4823,Youkai Ningen Bem (2006),Horror,TV,26,5.93,1070
13255,Haru wa Kuru,Adventure,ONA,1,5.92,547
7561,Kaitou Reinya,Comedy,TV,12,5.92,2087
16255,Meisou-Ou Border,Adventure,OVA,1,5.92,187
24995,Moon Festa,Music,Music,1,5.92,103
32735,Persona 3 the Movie Meets “Walkman”,Drama,ONA,1,5.91,937
1989,Shizuku,Comedy,Movie,1,5.91,1484
983,Cosplay Complex: Extra Identification,Comedy,OVA,1,5.9,2145
32755,Gregorio,Music,Music,1,5.9,89
28439,Hatsune Miku x Tetsuya Nomura,Music,Special,1,5.9,1232
30080,Inishie no Megami to Houseki no Ite,Action,ONA,1,5.9,143
31972,Tang Lang Bu Chan,Historical,Movie,1,5.9,112
32853,7-kakan.,Music,Music,1,5.88,143
8526,Honey Tokyo,Sci-Fi,ONA,1,5.88,1410
19185,HORIZON feat. Hatsune Miku,Music,Music,1,5.88,1297
13373,Kyoto Animation: Hana-hen,Slice of Life,Special,1,5.88,2483
31830,lilac (bombs Jun Togawa),Music,Music,1,5.88,175
9667,Super Speed,Music,Music,1,5.88,691
5662,Suteneko Tora-chan,Music,Movie,1,5.88,615
30199,Hakimono to Kasa no Monogatari,Music,Music,1,5.87,108
8920,Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,Horror,OVA,1,5.87,418
21773,Sugar*Soldier,Shoujo,Special,3,5.87,6738
9502,Egao no Hana,Music,Music,1,5.86,670
31769,Kojiki: Hyuuga-hen,Historical,Movie,1,5.86,148
6907,Mikan-Seijin,Comedy,TV,26,5.86,258
28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,Action,ONA,2,5.86,217
1933,Growlanser IV: Wayfarer of the Time,Action,OVA,1,5.85,931
31300,Irodorimidori: Change Our Mirai!,Music,Music,1,5.85,721
21421,Mahou Shoujo Taisen,Magic,TV,26,5.85,12783
9826,Okubyou na Venus,Music,OVA,1,5.85,223
4103,Oval x Over,Cars,OVA,1,5.85,557
2311,Shounen Kenya,Adventure,Movie,1,5.85,816
31073,Show By Rock!!: Plasmagica na Gogo,Comedy,ONA,3,5.85,469
17387,Imokawa Mukuzo: Genkanban no Maki,Comedy,Movie,1,5.83,208
4104,Mini Moni the TV,Comedy,TV,15,5.84,273
15127,Sakura Taisen: Kanadegumi,Shoujo,OVA,1,5.84,1630
4718,AIKa: Special Trial,Ecchi,Special,1,5.83,4116
13407,Doudou,Fantasy,OVA,2,5.83,234
33549,Mame-Mofu Collab Animation,Comedy,ONA,1,5.83,119
21771,Romantica Clock,Shoujo,Special,3,5.83,8491
30920,Utopa,Sci-Fi,Movie,1,5.83,590
5232,Band of Ninja,Action,Movie,1,5.82,748
10375,Denshinbashira no Okaasan,Drama,Movie,1,5.82,224
13309,Kyoto Animation: Hoshi-hen,Fantasy,Special,1,5.82,2295
33274,Onara Gorou,Comedy,TV,13,5.82,5117
16936,Boku no Imouto wa &quot;Osaka Okan&quot;: Haishin Gentei Osaka Okan.,Comedy,ONA,1,5.81,2738
11511,Evidence,Music,Music,1,5.81,705
25943,Hacka Doll,Fantasy,Special,2,5.81,2961
31310,Ishikeri,Comedy,Movie,1,5.81,207
21715,Makkuramori no Uta,Music,Music,1,5.81,117
5330,Alice in Cyberland,Action,OVA,1,5.8,605
21267,Go! Go! 575,Slice of Life,TV,4,5.8,7755
22293,Mahou no Yousei Persia: Escape!,Music,Music,1,5.8,192
9561,Shokupan Mimi,Comedy,TV,12,5.8,803
6835,Umi no Mizu wa Naze Karai,Historical,Movie,1,5.8,531
7453,AIKa Zero Picture Drama,Ecchi,Special,3,5.79,2554
19233,Around,Slice of Life,Movie,1,5.79,468
4458,Bavel no Hon,Kids,Special,1,5.79,1906
3684,Dimension Loop,Sci-Fi,OVA,1,5.79,1805
33187,Katsudou Shashin,,Movie,1,5.79,607
8697,Mizutori,Music,Music,1,5.79,275
8898,Circuit Angel: Ketsui no Starting Grid,Action,OVA,1,5.78,424
13141,Shibainuko-san,Comedy,TV,26,5.78,6204
19945,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,Comedy,Special,5,5.78,3265
10313,Dallos Special,Fantasy,Movie,1,5.77,301
6667,Love to Live By,Music,Music,1,5.77,911
32191,Okitegami Kyouko no Bibouroku x Monogatari,Supernatural,ONA,1,5.77,1771
3473,Souseiki,Parody,Movie,1,5.77,959
4709,Aesop&#039;s World,Kids,TV,26,5.76,261
31908,"Ai think so,",Music,Music,1,5.77,203
13089,Hana to Mogura,Comedy,Movie,1,5.76,210
30425,Wake Up! Dodo,Music,Music,1,5.76,140
19137,EDEN,Music,Music,1,5.75,1159
32761,Gekkou Shokudou,Music,Music,1,5.75,92
27793,It Girl,Music,Music,1,5.75,961
6684,Marie &amp; Gali Special,Comedy,Special,1,5.75,407
32699,Minions x Godzilla x Toho Cinema Collaboration Tokubetsu Eizou,Comedy,Special,1,5.75,123
25639,Toilet no Kamisama,Music,Music,1,5.75,165
31880,B Who I Want 2 B,Music,Music,1,5.74,413
28077,"Go! Go! 575: Meippai ni, Hajiketeru?",Slice of Life,Special,1,5.74,1628
32875,Shokupan Mimi Specials,Comedy,Special,4,5.74,122
17811,Kyoto Animation: Hassou-hen,Fantasy,Special,1,5.73,2246
24011,Lance N&#039; Masques,Fantasy,TV,12,5.73,31827
21089,Lost Forest,Music,Music,1,5.72,302
23375,Minarai Diva,Music,TV,10,5.73,982
24199,Oosouji,Music,Music,1,5.73,346
13259,Kyoto Animation: Ajisai-hen,Magic,Special,1,5.72,2682
7524,Mahou no Pen,Historical,Movie,1,5.72,152
33910,Marine Bloomin&#039;,Music,Music,1,5.72,123
30576,Pareo wa Emerald,Music,Music,1,5.72,128
6390,R20: Ginga Kuukou,Sci-Fi,Special,1,5.72,563
32781,Refrain,Music,Music,1,5.72,104
10407,Shimanchu MiRiKa,Slice of Life,Special,1,5.72,267
12603,Tora-chan to Hanayome,Drama,Movie,1,5.72,386
10417,Gyo,Horror,OVA,1,5.71,27005
6777,Densha Kamo Shirenai,Music,Music,1,5.7,528
25271,Shinano Mainichi Shinbun,Slice of Life,Special,1,5.71,1153
11447,Yuureisen,Supernatural,Movie,1,5.7,609
13083,Fushigi na Kusuri,Slice of Life,Movie,1,5.69,218
7862,Transformers: Robot Masters,Mecha,Special,2,5.69,485
25991,Bishoujo Mobage: Mobami-chan,Fantasy,ONA,1,5.68,763
9650,Dream C Club Pure Songs Clips,Music,Music,2,5.68,358
24321,Hoka Hoka Oden no Uta,Music,Music,1,5.68,394
4398,Kuro Nyago,Fantasy,Movie,1,5.68,1979
19337,Momoya x Peeping Life: Go en Desu yo!,Slice of Life,ONA,4,5.68,218
5193,Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,Kids,ONA,1,5.68,155
23917,Sora wa Koko ni Aru,Music,Music,1,5.68,140
13375,Kyoto Animation: Sora-hen,Slice of Life,Special,1,5.67,2306
33449,Moving Colors,Dementia,Movie,1,5.67,109
24201,Rakugaki Picasso,Music,Music,1,5.67,310
19287,Reunion (Music),Music,Music,1,5.67,1229
18231,Vanquished Queens Specials,Ecchi,Special,4,5.67,2670
10258,Gokicha!!,Comedy,ONA,2,5.66,5615
11799,Midori no Neko,Mystery,OVA,1,5.66,556
20857,Nebula feat. Hatsune Miku,Music,Music,1,5.66,1006
24197,E no Umakatta Tomodachi,Music,Music,1,5.65,360
30766,Homé-Pato the Movie,Cars,ONA,1,5.65,217
13857,Souhaku Shisuferia,Music,Music,1,5.65,261
30862,Yubi wo Nusunda Onna,,Movie,1,5.65,223
7374,100%,Drama,OVA,1,5.64,363
6797,Docchi ni Suru?,Kids,Movie,1,5.64,398
30534,Fen Qing,Music,Music,1,5.64,120
18133,Ikeike! Momon-chan,Comedy,TV,15,5.64,443
11189,Pair,Music,Music,1,5.64,675
33170,Kokoro ga Sakebitagatterunda. x Sony Hi-Res &quot;Walkman&quot; and Headphone,Drama,Special,1,5.63,1038
33909,Marine Dreamin&#039;,Music,Music,1,5.63,126
30394,Teddy,Slice of Life,Movie,1,5.63,105
7450,Kipling Jr.,Comedy,Movie,1,5.62,293
32950,RS Keikaku: Rebirth Storage,Mecha,Special,1,5.62,4648
12993,Sono Mukou no Mukougawa,Music,Music,1,5.62,267
4098,Urarochi Diamond,Adventure,OVA,1,5.62,572
13971,663114,Fantasy,Movie,1,5.61,1701
31165,Meiji x Kokosake &amp; anohana Receipt Oubo Campaign,Drama,Special,2,5.6,2732
29141,Atama wa Tsukaiyou. Card mo Tsukaiyou.,Comedy,Special,1,5.6,177
22841,Okashina Hotel,Dementia,Special,1,5.6,309
